"dv","variable","estimate","std_error","t_value","p_value"
"log_avg_price","(Intercept)",-0.0246500896636864,0.00840703516438624,-2.93207881038832,0.0033703687218321
"log_avg_price","republican_percentage_std",0.0209378304794679,0.0106642459627566,1.96336717594383,0.0496156959253926
"log_avg_price","republicanStd_x_brand",-0.0282956525503232,0.0163081895132314,-1.73505786938311,0.0827441076442928
