"dv","variable","estimate","std_error","t_value","p_value"
"log_sales","(Intercept)",-0.0467082101696625,0.00906198981286883,-5.15429956711413,2.56710446576616e-07
"log_sales","republican_percentage_std",0.0200908347132165,0.0107844842519482,1.86293885213725,0.0624837566802705
"log_sales","republicanStd_x_brand",-0.034116670855173,0.0169655977947805,-2.01093243326027,0.0443443771827653
