"dv","variable","estimate","std_error","t_value","p_value"
"log_transactions","(Intercept)",-0.00247731187761235,0.000851678697449995,-2.90873998026445,0.0036323986784543
"log_transactions","republican_percentage_std",0.000528224694342974,0.00110755615837003,0.476928136195236,0.633417880023509
"log_transactions","republicanStd_x_brand",-0.00156178228851785,0.00150024778622557,-1.04101622602429,0.297879088180159
