"dv","variable","estimate","std_error","t_value","p_value"
"log_sales","(Intercept)",-0.0467082101696625,0.00906198981286883,-5.15429956711413,2.56710446576616e-07
"log_sales","republican_percentage_std",0.0200908347132165,0.0107844842519482,1.86293885213725,0.0624837566802705
"log_sales","republicanStd_x_brand",-0.034116670855173,0.0169655977947805,-2.01093243326027,0.0443443771827653
"log_avg_price","(Intercept)",-0.0246500896636864,0.00840703516438624,-2.93207881038832,0.0033703687218321
"log_avg_price","republican_percentage_std",0.0209378304794679,0.0106642459627566,1.96336717594383,0.0496156959253926
"log_avg_price","republicanStd_x_brand",-0.0282956525503232,0.0163081895132314,-1.73505786938311,0.0827441076442928
"log_transactions","(Intercept)",-0.00247731187761235,0.000851678697449995,-2.90873998026445,0.0036323986784543
"log_transactions","republican_percentage_std",0.000528224694342974,0.00110755615837003,0.476928136195236,0.633417880023509
"log_transactions","republicanStd_x_brand",-0.00156178228851785,0.00150024778622557,-1.04101622602429,0.297879088180159
